CODES,DATES,RESULT
E1000180,2016/07/28,2.7867
E1000180,2016/07/29,2.7768
E1000180,2016/08/01,2.783
E1000180,2016/08/02,2.7792
E1000180,2016/08/03,2.7718
E1000180,2016/08/04,2.7694
E1000180,2016/08/05,2.7534
E1000180,2016/08/08,2.7472
E1000180,2016/08/09,2.7125
E1000180,2016/08/10,2.695
E1000180,2016/08/11,2.6875
E1000180,2016/08/12,2.6701
E1000180,2016/08/15,2.6401
E1000180,2016/08/16,2.6651
E1000180,2016/08/17,2.6901
E1000180,2016/08/18,2.6801
E1000180,2016/08/19,2.7001
E1000180,2016/08/22,2.6801
E1000180,2016/08/23,2.7201
E1000180,2016/08/24,2.7301
E1000180,2016/08/25,2.7201
E1000180,2016/08/26,2.6927
E1000180,2016/08/29,2.7064
E1000180,2016/08/30,2.7527
E1000180,2016/08/31,2.7425
E1000180,2016/09/01,2.7452
E1000180,2016/09/02,2.7452
E1000180,2016/09/05,2.7503
E1000180,2016/09/06,2.7628
E1000180,2016/09/07,2.7853
E1000180,2016/09/08,2.7753
E1000180,2016/09/09,2.7678
E1000180,2016/09/12,2.7916
E1000180,2016/09/13,2.7654
E1000180,2016/09/14,2.7579
E1000180,2016/09/18,2.7655
E1000180,2016/09/19,2.7605
E1000180,2016/09/20,2.7431
E1000180,2016/09/21,2.7518
E1000180,2016/09/22,2.7456
E1000180,2016/09/23,2.7318
E1000180,2016/09/26,2.7157
E1000180,2016/09/27,2.7144
E1000180,2016/09/28,2.7244
E1000180,2016/09/29,2.7282
E1000180,2016/09/30,2.7258
E1000180,2016/10/08,2.7047
E1000180,2016/10/09,2.676
E1000180,2016/10/10,2.6735
E1000180,2016/10/11,2.6835
E1000180,2016/10/12,2.7098
E1000180,2016/10/13,2.701
E1000180,2016/10/14,2.6952
E1000180,2016/10/17,2.6904
E1000180,2016/10/18,2.6965
E1000180,2016/10/19,2.6664
E1000180,2016/10/20,2.6518
E1000180,2016/10/21,2.6451
E1000180,2016/10/24,2.6595
E1000180,2016/10/25,2.6859
E1000180,2016/10/26,2.72
E1000180,2016/10/27,2.7068
E1000180,2016/10/28,2.7027
E1000180,2016/10/31,2.7425
E1000180,2016/11/01,2.7375
E1000180,2016/11/02,2.7372
E1000180,2016/11/03,2.7301
E1000180,2016/11/04,2.7339
E1000180,2016/11/07,2.7475
E1000180,2016/11/08,2.7634
E1000180,2016/11/09,2.7651
E1000180,2016/11/10,2.7926
E1000180,2016/11/11,2.815
E1000180,2016/11/14,2.8577
E1000180,2016/11/15,2.8501
E1000180,2016/11/16,2.8652
E1000180,2016/11/17,2.9055
E1000180,2016/11/18,2.8901
E1000180,2016/11/21,2.8851
E1000180,2016/11/22,2.8689
E1000180,2016/11/23,2.8451
E1000180,2016/11/24,2.8502
E1000180,2016/11/25,2.865
E1000180,2016/11/28,2.8502
E1000180,2016/11/29,2.8906
E1000180,2016/11/30,2.9502
E1000180,2016/12/01,2.9893
E1000180,2016/12/02,2.9895
E1000180,2016/12/05,3.0302
E1000180,2016/12/06,3.1151
E1000180,2016/12/07,3.0877
E1000180,2016/12/08,3.0753
E1000180,2016/12/09,3.0853
E1000180,2016/12/12,3.1458
E1000180,2016/12/13,3.1863
E1000180,2016/12/14,3.2186
E1000180,2016/12/15,3.3315
E1000180,2016/12/16,3.2803
E1000180,2016/12/19,3.3316
E1000180,2016/12/20,3.3739
E1000180,2016/12/21,3.2815
E1000180,2016/12/22,3.1908
E1000180,2016/12/23,3.1769
E1000180,2016/12/26,3.1551
E1000180,2016/12/27,3.1628
E1000180,2016/12/28,3.1223
E1000180,2016/12/29,3.0471
E1000180,2016/12/30,3.0115
E1000180,2016/12/31,3.0115
E1000180,2017/01/03,3.1054
E1000180,2017/01/04,3.1823
E1000180,2017/01/05,3.2086
E1000180,2017/01/06,3.1953
E1000180,2017/01/09,3.1692
E1000180,2017/01/10,3.1792
E1000180,2017/01/11,3.2055
E1000180,2017/01/12,3.1888
E1000180,2017/01/13,3.2022
E1000180,2017/01/16,3.2496
E1000180,2017/01/17,3.2692
E1000180,2017/01/18,3.2682
E1000180,2017/01/19,3.2584
E1000180,2017/01/20,3.244
E1000180,2017/01/22,3.255
E1000180,2017/01/23,3.2429
E1000180,2017/01/24,3.2837
E1000180,2017/01/25,3.3463
E1000180,2017/01/26,3.3465
E1000180,2017/02/03,3.4214
E1000180,2017/02/04,3.4099
E1000180,2017/02/06,3.4905
E1000180,2017/02/07,3.4866
E1000180,2017/02/08,3.4591
E1000180,2017/02/09,3.4148
E1000180,2017/02/10,3.4368
E1000180,2017/02/13,3.4192
E1000180,2017/02/14,3.4107
E1000180,2017/02/15,3.4058
E1000180,2017/02/16,3.3559
E1000180,2017/02/17,3.3311
E1000180,2017/02/20,3.2812
E1000180,2017/02/21,3.3013
E1000180,2017/02/22,3.2839
E1000180,2017/02/23,3.2714
E1000180,2017/02/24,3.2916
E1000180,2017/02/27,3.2871
E1000180,2017/02/28,3.2921
E1000180,2017/03/01,3.3252
E1000180,2017/03/02,3.3483
E1000180,2017/03/03,3.3573
E1000180,2017/03/06,3.3615
E1000180,2017/03/07,3.3643
E1000180,2017/03/08,3.4088
E1000180,2017/03/09,3.4151
E1000180,2017/03/10,3.4156
E1000180,2017/03/13,3.3851
E1000180,2017/03/14,3.3653
E1000180,2017/03/15,3.3524
E1000180,2017/03/16,3.3097
E1000180,2017/03/17,3.3124
E1000180,2017/03/20,3.3141
E1000180,2017/03/21,3.3141
E1000180,2017/03/22,3.3068
E1000180,2017/03/23,3.3034
E1000180,2017/03/24,3.2529
E1000180,2017/03/27,3.2451
E1000180,2017/03/28,3.2626
E1000180,2017/03/29,3.2695
E1000180,2017/03/30,3.289
E1000180,2017/03/31,3.2828
E1000180,2017/04/01,3.273
E1000180,2017/04/05,3.3102
E1000180,2017/04/06,3.3109
E1000180,2017/04/07,3.2966
E1000180,2017/04/10,3.3166
E1000180,2017/04/11,3.3209
E1000180,2017/04/12,3.3283
E1000180,2017/04/13,3.322
E1000180,2017/04/14,3.3599
E1000180,2017/04/17,3.416
E1000180,2017/04/18,3.4064
E1000180,2017/04/19,3.4065
E1000180,2017/04/20,3.424
E1000180,2017/04/21,3.4614
E1000180,2017/04/24,3.4991
E1000180,2017/04/25,3.4568
E1000180,2017/04/26,3.4519
E1000180,2017/04/27,3.4494
E1000180,2017/04/28,3.4668
E1000180,2017/05/02,3.487
E1000180,2017/05/03,3.5219
E1000180,2017/05/04,3.5517
E1000180,2017/05/05,3.5592
E1000180,2017/05/08,3.6042
E1000180,2017/05/09,3.6325
E1000180,2017/05/10,3.69
E1000180,2017/05/11,3.64
E1000180,2017/05/12,3.6525
E1000180,2017/05/15,3.61
E1000180,2017/05/16,3.6225
E1000180,2017/05/17,3.6275
E1000180,2017/05/18,3.6075
E1000180,2017/05/19,3.625
E1000180,2017/05/22,3.6601
E1000180,2017/05/23,3.6725
E1000180,2017/05/24,3.6601
E1000180,2017/05/25,3.6476
E1000180,2017/05/26,3.6501
E1000180,2017/05/27,3.6499
E1000180,2017/05/31,3.6102
E1000180,2017/06/01,3.6152
E1000180,2017/06/02,3.6277
E1000180,2017/06/05,3.6152
E1000180,2017/06/06,3.6328
E1000180,2017/06/07,3.6427
E1000180,2017/06/08,3.6478
E1000180,2017/06/09,3.6303
E1000180,2017/06/12,3.5841
E1000180,2017/06/13,3.5754
E1000180,2017/06/14,3.5354
E1000180,2017/06/15,3.5554
E1000180,2017/06/16,3.568
E1000180,2017/06/19,3.5006
E1000180,2017/06/20,3.4881
E1000180,2017/06/21,3.5406
E1000180,2017/06/22,3.5607
E1000180,2017/06/23,3.5457
E1000180,2017/06/26,3.5134
E1000180,2017/06/27,3.5084
E1000180,2017/06/28,3.5333
E1000180,2017/06/29,3.5483
E1000180,2017/06/30,3.5683
E1000180,2017/07/03,3.6033
E1000180,2017/07/04,3.6009
E1000180,2017/07/05,3.576
E1000180,2017/07/06,3.566
E1000180,2017/07/07,3.5897
E1000180,2017/07/10,3.5911
E1000180,2017/07/11,3.5836
E1000180,2017/07/12,3.5749
E1000180,2017/07/13,3.5643
E1000180,2017/07/14,3.5637
E1000180,2017/07/17,3.5626
E1000180,2017/07/18,3.5851
E1000180,2017/07/19,3.5901
E1000180,2017/07/20,3.574
E1000180,2017/07/21,3.5829
E1000180,2017/07/24,3.5769
E1000180,2017/07/25,3.592
E1000180,2017/07/26,3.617
E1000180,2017/07/27,3.6021
E1000180,2017/07/28,3.6034
E1000180,2017/07/31,3.626
E1000180,2017/08/01,3.6373
E1000180,2017/08/02,3.6311
E1000180,2017/08/03,3.6262
E1000180,2017/08/04,3.6262
E1000180,2017/08/07,3.6626
E1000180,2017/08/08,3.6538
E1000180,2017/08/09,3.66
E1000180,2017/08/10,3.6375
E1000180,2017/08/11,3.6163
E1000180,2017/08/14,3.5925
E1000180,2017/08/15,3.5801
E1000180,2017/08/16,3.5988
E1000180,2017/08/17,3.5926
E1000180,2017/08/18,3.5951
E1000180,2017/08/21,3.6181
E1000180,2017/08/22,3.6201
E1000180,2017/08/23,3.6152
E1000180,2017/08/24,3.6252
E1000180,2017/08/25,3.6327
E1000180,2017/08/28,3.6502
E1000180,2017/08/29,3.6303
E1000180,2017/08/30,3.6303
E1000180,2017/08/31,3.6265
E1000180,2017/09/01,3.6353
E1000180,2017/09/04,3.6454
E1000180,2017/09/05,3.6641
E1000180,2017/09/06,3.6554
E1000180,2017/09/07,3.6155
E1000180,2017/09/08,3.6005
E1000180,2017/09/11,3.6156
E1000180,2017/09/12,3.6181
E1000180,2017/09/13,3.6356
E1000180,2017/09/14,3.5982
E1000180,2017/09/15,3.5982
E1000180,2017/09/18,3.622
E1000180,2017/09/19,3.6158
E1000180,2017/09/20,3.6209
E1000180,2017/09/21,3.6334
E1000180,2017/09/22,3.6209
E1000180,2017/09/25,3.5985
E1000180,2017/09/26,3.6172
E1000180,2017/09/27,3.6235
E1000180,2017/09/28,3.6136
E1000180,2017/09/29,3.6136
E1000180,2017/09/30,3.6136
E1000180,2017/10/09,3.6477
E1000180,2017/10/10,3.647
E1000180,2017/10/11,3.654
E1000180,2017/10/12,3.6765
E1000180,2017/10/13,3.674
E1000180,2017/10/16,3.7054
E1000180,2017/10/17,3.7409
E1000180,2017/10/18,3.7366
E1000180,2017/10/19,3.7167
E1000180,2017/10/20,3.7217
E1000180,2017/10/23,3.7231
E1000180,2017/10/24,3.722
E1000180,2017/10/25,3.7768
E1000180,2017/10/26,3.7769
E1000180,2017/10/27,3.8266
E1000180,2017/10/30,3.9115
E1000180,2017/10/31,3.8917
E1000180,2017/11/01,3.863
E1000180,2017/11/02,3.8718
E1000180,2017/11/03,3.8816
E1000180,2017/11/06,3.8694
E1000180,2017/11/07,3.8813
E1000180,2017/11/08,3.8725
E1000180,2017/11/09,3.8863
E1000180,2017/11/10,3.9
E1000180,2017/11/13,3.95
E1000180,2017/11/14,3.9525
E1000180,2017/11/15,3.95
E1000180,2017/11/16,3.9225
E1000180,2017/11/17,3.92
E1000180,2017/11/20,3.94
E1000180,2017/11/21,3.95
E1000180,2017/11/22,3.985
E1000180,2017/11/23,3.9851
E1000180,2017/11/24,3.9463
E1000180,2017/11/27,3.9501
E1000180,2017/11/28,3.9601
E1000180,2017/11/29,3.9101
E1000180,2017/11/30,3.8901
E1000180,2017/12/01,3.8852
E1000180,2017/12/04,3.8902
E1000180,2017/12/05,3.8752
E1000180,2017/12/06,3.8752
E1000180,2017/12/07,3.8927
E1000180,2017/12/08,3.9102
E1000180,2017/12/11,3.9303
E1000180,2017/12/12,3.9378
E1000180,2017/12/13,3.9303
E1000180,2017/12/14,3.9104
E1000180,2017/12/15,3.8904
E1000180,2017/12/18,3.8904
E1000180,2017/12/19,3.9005
E1000180,2017/12/20,3.9005
E1000180,2017/12/21,3.9005
E1000180,2017/12/22,3.878
E1000180,2017/12/25,3.8731
E1000180,2017/12/26,3.8881
E1000180,2017/12/27,3.8956
E1000180,2017/12/28,3.8857
E1000180,2017/12/29,3.8807
E1000180,2017/12/30,3.8807
E1000180,2017/12/31,3.8807
E1000180,2018/01/02,3.9008
E1000180,2018/01/03,3.9162
E1000180,2018/01/04,3.9319
E1000180,2018/01/05,3.9212
E1000180,2018/01/08,3.911
E1000180,2018/01/09,3.8909
E1000180,2018/01/10,3.9201
E1000180,2018/01/11,3.9546
E1000180,2018/01/12,3.9337
E1000180,2018/01/15,3.965
E1000180,2018/01/16,3.9596
E1000180,2018/01/17,3.9597
E1000180,2018/01/18,3.9797
E1000180,2018/01/19,3.9754
E1000180,2018/01/22,3.9522
E1000180,2018/01/23,3.9414
E1000180,2018/01/24,3.9507
E1000180,2018/01/25,3.9435
E1000180,2018/01/26,3.9365
E1000180,2018/01/29,3.9368
E1000180,2018/01/30,3.9292
E1000180,2018/01/31,3.914
E1000180,2018/02/01,3.9066
E1000180,2018/02/02,3.9092
E1000180,2018/02/05,3.9167
E1000180,2018/02/06,3.8825
E1000180,2018/02/07,3.87
E1000180,2018/02/08,3.8801
E1000180,2018/02/09,3.88
E1000180,2018/02/11,3.8775
E1000180,2018/02/12,3.875
E1000180,2018/02/13,3.87
E1000180,2018/02/14,3.8702
E1000180,2018/02/22,3.8752
E1000180,2018/02/23,3.8702
E1000180,2018/02/24,3.8652
E1000180,2018/02/26,3.8452
E1000180,2018/02/27,3.8201
E1000180,2018/02/28,3.8202
E1000180,2018/03/01,3.8201
E1000180,2018/03/02,3.8352
E1000180,2018/03/05,3.8453
E1000180,2018/03/06,3.8253
E1000180,2018/03/07,3.8203
E1000180,2018/03/08,3.8203
E1000180,2018/03/09,3.8278
E1000180,2018/03/12,3.8243
E1000180,2018/03/13,3.8362
E1000180,2018/03/14,3.8413
E1000180,2018/03/15,3.8257
E1000180,2018/03/16,3.8154
E1000180,2018/03/19,3.8104
E1000180,2018/03/20,3.7906
E1000180,2018/03/21,3.763
E1000180,2018/03/22,3.748
E1000180,2018/03/23,3.7005
E1000180,2018/03/26,3.7307
E1000180,2018/03/27,3.7432
E1000180,2018/03/28,3.7406
E1000180,2018/03/29,3.7456
E1000180,2018/03/30,3.7407
E1000180,2018/04/02,3.7357
E1000180,2018/04/03,3.7507
E1000180,2018/04/04,3.7234
E1000180,2018/04/08,3.7008
E1000180,2018/04/09,3.6959
E1000180,2018/04/10,3.7159
E1000180,2018/04/11,3.7109
E1000180,2018/04/12,3.7109
E1000180,2018/04/13,3.7062
E1000180,2018/04/16,3.6561
E1000180,2018/04/17,3.6512
E1000180,2018/04/18,3.5013
E1000180,2018/04/19,3.5064
E1000180,2018/04/20,3.5215
E1000180,2018/04/23,3.6019
E1000180,2018/04/24,3.5855
E1000180,2018/04/25,3.6118
E1000180,2018/04/26,3.6344
E1000180,2018/04/27,3.6364
E1000180,2018/04/28,3.6217
E1000180,2018/05/02,3.6665
E1000180,2018/05/03,3.6467
E1000180,2018/05/04,3.6319
E1000180,2018/05/07,3.6518
E1000180,2018/05/08,3.6922
E1000180,2018/05/09,3.7074
E1000180,2018/05/10,3.6924
E1000180,2018/05/11,3.6882
E1000180,2018/05/14,3.6937
E1000180,2018/05/15,3.7151
E1000180,2018/05/16,3.7076
E1000180,2018/05/17,3.712
E1000180,2018/05/18,3.7099
E1000180,2018/05/21,3.6939
E1000180,2018/05/22,3.67
E1000180,2018/05/23,3.64
E1000180,2018/05/24,3.6501
E1000180,2018/05/25,3.6126
E1000180,2018/05/28,3.6101
E1000180,2018/05/29,3.6001
E1000180,2018/05/30,3.5976
E1000180,2018/05/31,3.6129
E1000180,2018/06/01,3.6202
E1000180,2018/06/04,3.6532
E1000180,2018/06/05,3.6602
E1000180,2018/06/06,3.6602
E1000180,2018/06/07,3.6702
E1000180,2018/06/08,3.6453
E1000180,2018/06/11,3.6502
E1000180,2018/06/12,3.6853
E1000180,2018/06/13,3.6627
E1000180,2018/06/14,3.6227
E1000180,2018/06/15,3.6028
E1000180,2018/06/19,3.5603
E1000180,2018/06/20,3.6054
E1000180,2018/06/21,3.5753
E1000180,2018/06/22,3.5604
E1000180,2018/06/25,3.5803
E1000180,2018/06/26,3.5804
E1000180,2018/06/27,3.5529
E1000180,2018/06/28,3.5304
E1000180,2018/06/29,3.4756
E1000180,2018/07/02,3.4668
E1000180,2018/07/03,3.4955
E1000180,2018/07/04,3.5107
E1000180,2018/07/05,3.5005
E1000180,2018/07/06,3.5259
E1000180,2018/07/09,3.5432
E1000180,2018/07/10,3.5431
E1000180,2018/07/11,3.5107
E1000180,2018/07/12,3.5158
E1000180,2018/07/13,3.4858
E1000180,2018/07/16,3.4808
E1000180,2018/07/17,3.4808
E1000180,2018/07/18,3.4708
E1000180,2018/07/19,3.4409
E1000180,2018/07/20,3.5135
E1000180,2018/07/23,3.5186
E1000180,2018/07/24,3.5615
E1000180,2018/07/25,3.5614
E1000180,2018/07/26,3.5361
E1000180,2018/07/27,3.5212
E1000180,2018/07/30,3.5213
E1000180,2018/07/31,3.4812
E1000180,2018/08/01,3.4638
E1000180,2018/08/02,3.4713
E1000180,2018/08/03,3.4567
E1000180,2018/08/06,3.4568
E1000180,2018/08/07,3.4876
E1000180,2018/08/08,3.5222
E1000180,2018/08/09,3.5476
E1000180,2018/08/10,3.5525
E1000180,2018/08/13,3.5826
E1000180,2018/08/14,3.5519
E1000180,2018/08/15,3.5829
E1000180,2018/08/16,3.6141
E1000180,2018/08/17,3.6524
E1000180,2018/08/20,3.6326
E1000180,2018/08/21,3.63
E1000180,2018/08/22,3.6075
E1000180,2018/08/23,3.6101
E1000180,2018/08/24,3.6278
E1000180,2018/08/27,3.6303
E1000180,2018/08/28,3.6101
E1000180,2018/08/29,3.6101
E1000180,2018/08/30,3.5801
E1000180,2018/08/31,3.5751
E1000180,2018/09/03,3.5951
E1000180,2018/09/04,3.6101
E1000180,2018/09/05,3.6101
E1000180,2018/09/06,3.6101
E1000180,2018/09/07,3.6301
E1000180,2018/09/10,3.6551
E1000180,2018/09/11,3.6751
E1000180,2018/09/12,3.6551
E1000180,2018/09/13,3.6526
E1000180,2018/09/14,3.6351
E1000180,2018/09/17,3.6327
E1000180,2018/09/18,3.6452
E1000180,2018/09/19,3.6727
E1000180,2018/09/20,3.7003
E1000180,2018/09/21,3.6752
E1000180,2018/09/25,3.6754
E1000180,2018/09/26,3.6503
E1000180,2018/09/27,3.6253
E1000180,2018/09/28,3.6153
E1000180,2018/09/29,3.6104
E1000180,2018/09/30,3.6103
E1000180,2018/10/08,3.6155
E1000180,2018/10/09,3.6156
E1000180,2018/10/10,3.6156
E1000180,2018/10/11,3.5806
E1000180,2018/10/12,3.5831
E1000180,2018/10/15,3.5857
E1000180,2018/10/16,3.5757
E1000180,2018/10/17,3.5807
E1000180,2018/10/18,3.5508
E1000180,2018/10/19,3.5658
E1000180,2018/10/22,3.591
E1000180,2018/10/23,3.5709
E1000180,2018/10/24,3.5409
E1000180,2018/10/25,3.5409
E1000180,2018/10/26,3.541
E1000180,2018/10/29,3.5111
E1000180,2018/10/30,3.5161
E1000180,2018/10/31,3.5086
E1000180,2018/11/01,3.4936
E1000180,2018/11/02,3.5461
E1000180,2018/11/05,3.5312
E1000180,2018/11/06,3.5113
E1000180,2018/11/07,3.4813
E1000180,2018/11/08,3.4813
E1000180,2018/11/09,3.4763
E1000180,2018/11/12,3.4865
E1000180,2018/11/13,3.474
E1000180,2018/11/14,3.4218
E1000180,2018/11/15,3.3915
E1000180,2018/11/16,3.3515
E1000180,2018/11/19,3.3772
E1000180,2018/11/20,3.3771
E1000180,2018/11/21,3.3716
E1000180,2018/11/22,3.3917
E1000180,2018/11/23,3.3917
E1000180,2018/11/26,3.4151
E1000180,2018/11/27,3.4
E1000180,2018/11/28,3.37
E1000180,2018/11/29,3.36
E1000180,2018/11/30,3.355
E1000180,2018/12/03,3.35
E1000180,2018/12/04,3.305
E1000180,2018/12/05,3.275
E1000180,2018/12/06,3.2751
E1000180,2018/12/07,3.2853
E1000180,2018/12/10,3.2678
E1000180,2018/12/11,3.2652
E1000180,2018/12/12,3.2703
E1000180,2018/12/13,3.3311
E1000180,2018/12/14,3.3468
E1000180,2018/12/17,3.3713
E1000180,2018/12/18,3.3714
E1000180,2018/12/19,3.3412
E1000180,2018/12/20,3.3003
E1000180,2018/12/21,3.3168
E1000180,2018/12/24,3.3483
E1000180,2018/12/25,3.3113
E1000180,2018/12/26,3.3011
E1000180,2018/12/27,3.2709
E1000180,2018/12/28,3.2315
E1000180,2018/12/29,3.2265
E1000180,2018/12/30,3.2265
E1000180,2018/12/31,3.2265
E1000180,2019/01/02,3.1734
E1000180,2019/01/03,3.141
E1000180,2019/01/04,3.1513
E1000180,2019/01/07,3.1507
E1000180,2019/01/08,3.1211
E1000180,2019/01/09,3.1106
E1000180,2019/01/10,3.1006
E1000180,2019/01/11,3.1058
E1000180,2019/01/14,3.1297
E1000180,2019/01/15,3.1383
E1000180,2019/01/16,3.0745
E1000180,2019/01/17,3.076
E1000180,2019/01/18,3.091
E1000180,2019/01/21,3.1037
E1000180,2019/01/22,3.1071
E1000180,2019/01/23,3.119
E1000180,2019/01/24,3.1338
E1000180,2019/01/25,3.1398
E1000180,2019/01/28,3.1397
E1000180,2019/01/29,3.1246
E1000180,2019/01/30,3.1151
E1000180,2019/01/31,3.1037
E1000180,2019/02/01,3.1032
E1000180,2019/02/02,3.0978
E1000180,2019/02/03,3.0967
E1000180,2019/02/11,3.067
E1000180,2019/02/12,3.0748
E1000180,2019/02/13,3.0719
E1000180,2019/02/14,3.0726
E1000180,2019/02/15,3.0794
E1000180,2019/02/18,3.1094
E1000180,2019/02/19,3.1279
E1000180,2019/02/20,3.1196
E1000180,2019/02/21,3.1361
E1000180,2019/02/22,3.1451
E1000180,2019/02/25,3.1787
E1000180,2019/02/26,3.1878
E1000180,2019/02/27,3.1689
E1000180,2019/02/28,3.1731
E1000180,2019/03/01,3.187
E1000180,2019/03/04,3.2023
E1000180,2019/03/05,3.2149
E1000180,2019/03/06,3.2021
E1000180,2019/03/07,3.1572
E1000180,2019/03/08,3.1423
E1000180,2019/03/11,3.1374
E1000180,2019/03/12,3.1424
E1000180,2019/03/13,3.1375
E1000180,2019/03/14,3.1475
E1000180,2019/03/15,3.1376
E1000180,2019/03/18,3.1377
E1000180,2019/03/19,3.1377
E1000180,2019/03/20,3.1453
E1000180,2019/03/21,3.1291
E1000180,2019/03/22,3.108
E1000180,2019/03/25,3.0831
E1000180,2019/03/26,3.0633
E1000180,2019/03/27,3.0882
E1000180,2019/03/28,3.0634
E1000180,2019/03/29,3.0683
E1000180,2019/04/01,3.1332
E1000180,2019/04/02,3.1681
E1000180,2019/04/03,3.2331
E1000180,2019/04/04,3.2679
E1000180,2019/04/08,3.2482
E1000180,2019/04/09,3.2882
E1000180,2019/04/10,3.2932
E1000180,2019/04/11,3.2784
E1000180,2019/04/12,3.3334
E1000180,2019/04/15,3.3736
E1000180,2019/04/16,3.3937
E1000180,2019/04/17,3.3938
E1000180,2019/04/18,3.3589
E1000180,2019/04/19,3.3741
E1000180,2019/04/22,3.4091
E1000180,2019/04/23,3.3993
E1000180,2019/04/24,3.4343
E1000180,2019/04/25,3.4193
E1000180,2019/04/26,3.4043
E1000180,2019/04/28,3.4043
E1000180,2019/04/29,3.4268
E1000180,2019/04/30,3.3869
E1000180,2019/05/05,3.3849
E1000180,2019/05/06,3.355
E1000180,2019/05/07,3.3551
E1000180,2019/05/08,3.3426
E1000180,2019/05/09,3.3116
E1000180,2019/05/10,3.3017
E1000180,2019/05/13,3.2709
E1000180,2019/05/14,3.2859
E1000180,2019/05/15,3.2762
E1000180,2019/05/16,3.2662
E1000180,2019/05/17,3.2665
E1000180,2019/05/20,3.2717
E1000180,2019/05/21,3.299
E1000180,2019/05/22,3.3264
E1000180,2019/05/23,3.31
E1000180,2019/05/24,3.3125
E1000180,2019/05/27,3.35
E1000180,2019/05/28,3.31
E1000180,2019/05/29,3.2875
E1000180,2019/05/30,3.275
E1000180,2019/05/31,3.2751
E1000180,2019/06/03,3.2401
E1000180,2019/06/04,3.2101
E1000180,2019/06/05,3.21
E1000180,2019/06/06,3.2136
E1000180,2019/06/10,3.2251
E1000180,2019/06/11,3.2651
E1000180,2019/06/12,3.2601
E1000180,2019/06/13,3.2451
E1000180,2019/06/14,3.2302
E1000180,2019/06/17,3.2252
E1000180,2019/06/18,3.2302
E1000180,2019/06/19,3.2427
E1000180,2019/06/20,3.2352
E1000180,2019/06/21,3.2303
E1000180,2019/06/24,3.2453
E1000180,2019/06/25,3.2353
E1000180,2019/06/26,3.2453
E1000180,2019/06/27,3.2553
E1000180,2019/06/28,3.2254
E1000180,2019/07/01,3.2254
E1000180,2019/07/02,3.1704
E1000180,2019/07/03,3.1554
E1000180,2019/07/04,3.1479
E1000180,2019/07/05,3.1705
E1000180,2019/07/08,3.1805
E1000180,2019/07/09,3.168
E1000180,2019/07/10,3.1706
E1000180,2019/07/11,3.168
E1000180,2019/07/12,3.1531
E1000180,2019/07/15,3.1782
E1000180,2019/07/16,3.1732
E1000180,2019/07/17,3.1757
E1000180,2019/07/18,3.1608
E1000180,2019/07/19,3.1559
E1000180,2019/07/22,3.1484
E1000180,2019/07/23,3.1484
E1000180,2019/07/24,3.171
E1000180,2019/07/25,3.1635
E1000180,2019/07/26,3.1661
E1000180,2019/07/29,3.1836
E1000180,2019/07/30,3.1761
E1000180,2019/07/31,3.1552
E1000180,2019/08/01,3.1487
E1000180,2019/08/02,3.0914
E1000180,2019/08/05,3.0563
E1000180,2019/08/06,3.0613
E1000180,2019/08/07,3.0514
E1000180,2019/08/08,3.0465
E1000180,2019/08/09,3.0216
E1000180,2019/08/12,3.0391
E1000180,2019/08/13,3.0041
E1000180,2019/08/14,3.0105
E1000180,2019/08/15,3.0115
E1000180,2019/08/16,3.0217
E1000180,2019/08/19,3.0191
E1000180,2019/08/20,3.0317
E1000180,2019/08/21,3.0567
E1000180,2019/08/22,3.0543
E1000180,2019/08/23,3.0644
E1000180,2019/08/26,3.0494
E1000180,2019/08/27,3.052
E1000180,2019/08/28,3.052
E1000180,2019/08/29,3.0321
E1000180,2019/08/30,3.0573
E1000180,2019/09/02,3.0723
E1000180,2019/09/03,3.0624
E1000180,2019/09/04,3.0473
E1000180,2019/09/05,3.0173
E1000180,2019/09/06,3.0173
E1000180,2019/09/09,3.025
E1000180,2019/09/10,3.0425
E1000180,2019/09/11,3.0525
E1000180,2019/09/12,3.0876
E1000180,2019/09/16,3.0926
E1000180,2019/09/17,3.1076
E1000180,2019/09/18,3.1278
E1000180,2019/09/19,3.1053
E1000180,2019/09/20,3.098
E1000180,2019/09/23,3.1005
E1000180,2019/09/24,3.1205
E1000180,2019/09/25,3.1157
E1000180,2019/09/26,3.1381
E1000180,2019/09/27,3.1482
E1000180,2019/09/29,3.1434
E1000180,2019/09/30,3.1411
E1000180,2019/10/08,3.1063
E1000180,2019/10/09,3.1089
E1000180,2019/10/10,3.1289
E1000180,2019/10/11,3.1564
E1000180,2019/10/12,3.1716
E1000180,2019/10/14,3.1641
E1000180,2019/10/15,3.1668
E1000180,2019/10/16,3.1693
E1000180,2019/10/17,3.1569
E1000180,2019/10/18,3.187
E1000180,2019/10/21,3.2196
E1000180,2019/10/22,3.2196
E1000180,2019/10/23,3.2122
E1000180,2019/10/24,3.2196
E1000180,2019/10/25,3.2372
E1000180,2019/10/28,3.2924
E1000180,2019/10/29,3.3029
E1000180,2019/10/30,3.3125
E1000180,2019/10/31,3.288
E1000180,2019/11/01,3.2757
E1000180,2019/11/04,3.2954
E1000180,2019/11/05,3.2454
E1000180,2019/11/06,3.2555
E1000180,2019/11/07,3.2736
E1000180,2019/11/08,3.2765
E1000180,2019/11/11,3.2463
E1000180,2019/11/12,3.255
E1000180,2019/11/13,3.237
